date,test_year,model,n_outside_minmax,n_outside_quantiles,Specific_Cond_Mean_outside,pH_Median_outside,month_sin_outside,month_cos_outside,flow_7day_avg_outside,turb_3day_outside,turb_flow_outside,Dissolved_Oxygen_Mean_outside,actual,pred,abs_error
2026-07-07,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,69.250000,65.379597,3.870403
2026-07-08,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,66.000000,65.991632,0.008368
2026-07-09,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,69.000000,65.886900,3.113100
2026-07-10,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,67.000000,65.778713,1.221287
2026-07-11,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,67.600000,65.991914,1.608086
2026-07-12,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,67.200000,65.688302,1.511698
2026-07-13,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,64.500000,62.169718,2.330282
2026-07-14,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,61.500000,60.433487,1.066513
2026-07-15,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,66.500000,59.578271,6.921729
2026-07-16,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,64.000000,60.214353,3.785647
2026-07-17,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,60.500000,61.091808,0.591808
2026-07-18,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,63.000000,61.277115,1.722885
2026-07-19,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,62.000000,62.356706,0.356706
2026-07-20,2026,rf_grid,0,2,False,False,False,False,False,False,False,False,63.300000,61.499601,1.800399
2026-07-21,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,60.600000,59.258706,1.341294
2026-07-22,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,61.300000,54.068396,7.231604
2026-07-23,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,60.600000,55.152539,5.447461
2026-07-24,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,58.600000,53.704592,4.895408
2026-07-25,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,59.000000,55.290859,3.709141
2026-07-26,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,58.900000,56.119291,2.780709
2026-07-27,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,57.200000,54.905927,2.294073
2026-07-28,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,58.500000,56.218903,2.281097
2026-07-29,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,59.100000,55.011315,4.088685
2026-07-30,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,56.300000,57.708254,1.408254
2026-07-31,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,57.600000,56.790114,0.809886
2026-08-01,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,59.800000,57.577461,2.222539
2026-08-02,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,61.500000,57.580515,3.919485
2026-08-03,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,58.500000,57.925858,0.574142
2026-08-04,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,62.250000,58.568359,3.681641
2026-08-05,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,57.000000,58.682010,1.682010
2026-08-06,2026,rf_grid,0,1,False,False,False,False,False,False,False,False,58.500000,58.867682,0.367682
2026-08-07,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,61.500000,59.750441,1.749559
2026-08-08,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,60.500000,60.107667,0.392333
2026-08-09,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,60.500000,60.261353,0.238647
2026-08-10,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,58.000000,59.751233,1.751233
2026-08-11,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,62.000000,59.544520,2.455480
2026-08-12,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,60.500000,58.789563,1.710437
2026-08-13,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,59.000000,59.015855,0.015855
2026-08-14,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,58.000000,59.108533,1.108533
2026-08-15,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,58.500000,58.660873,0.160873
2026-08-16,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,57.000000,58.647143,1.647143
2026-08-20,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,57.000000,59.057768,2.057768
2026-08-21,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,57.500000,58.564530,1.064530
2026-08-22,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,60.900000,59.591441,1.308559
2026-08-23,2026,rf_grid,0,0,False,False,False,False,False,False,False,False,61.300000,60.261802,1.038198
2026-04-07,2026,catboost,0,2,False,False,False,False,False,False,False,False,63.500000,75.027658,11.527658
2026-04-08,2026,catboost,0,2,False,False,False,False,False,False,False,False,62.000000,76.990946,14.990946
2026-04-09,2026,catboost,0,2,False,False,False,False,False,False,False,False,63.000000,77.852558,14.852558
2026-04-10,2026,catboost,0,2,False,False,False,False,False,False,False,False,63.600000,78.284382,14.684382
2026-04-11,2026,catboost,0,2,False,False,False,False,False,False,False,False,67.100000,77.031847,9.931847
2026-04-12,2026,catboost,0,2,False,False,False,False,False,False,False,False,66.400000,77.567775,11.167775
2026-04-13,2026,catboost,0,2,False,False,False,False,False,False,False,False,67.000000,77.599333,10.599333
2026-04-14,2026,catboost,0,1,False,False,False,False,False,False,False,False,68.500000,79.347149,10.847149
2026-04-15,2026,catboost,0,1,False,False,False,False,False,False,False,False,73.200000,79.449444,6.249444
2026-04-16,2026,catboost,0,1,False,False,False,False,False,False,False,False,71.400000,78.765600,7.365600
2026-04-17,2026,catboost,0,0,False,False,False,False,False,False,False,False,71.100000,79.960607,8.860607
2026-04-18,2026,catboost,0,0,False,False,False,False,False,False,False,False,70.000000,78.359463,8.359463
2026-04-19,2026,catboost,0,0,False,False,False,False,False,False,False,False,69.000000,78.667978,9.667978
2026-04-20,2026,catboost,0,1,False,False,False,False,False,False,False,False,69.700000,78.874641,9.174641
2026-04-21,2026,catboost,0,1,False,False,False,False,False,False,False,False,69.600000,77.630044,8.030044
2026-04-22,2026,catboost,0,2,False,False,False,False,False,False,False,False,69.500000,77.724810,8.224810
2026-04-23,2026,catboost,0,2,False,False,False,False,False,False,False,False,70.500000,78.588535,8.088535
2026-04-24,2026,catboost,0,2,False,False,False,False,False,False,False,False,70.400000,75.929922,5.529922
2026-04-25,2026,catboost,0,2,False,False,False,False,False,False,False,False,71.900000,75.288271,3.388271
2026-04-26,2026,catboost,0,4,False,False,False,False,False,False,False,False,70.400000,74.425630,4.025630
2026-04-27,2026,catboost,0,4,False,False,False,False,False,False,False,False,70.900000,75.864710,4.964710
2026-04-28,2026,catboost,0,3,False,False,False,False,False,False,False,False,67.000000,76.535607,9.535607
2026-04-29,2026,catboost,0,2,False,False,False,False,False,False,False,False,67.000000,76.306646,9.306646
2026-04-30,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.800000,75.233847,7.433847
2026-05-01,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.200000,70.247392,3.047392
2026-05-02,2026,catboost,0,1,False,False,False,False,False,False,False,False,70.000000,70.138229,0.138229
2026-05-03,2026,catboost,0,0,False,False,False,False,False,False,False,False,70.000000,71.192675,1.192675
2026-05-04,2026,catboost,0,0,False,False,False,False,False,False,False,False,65.500000,69.049588,3.549588
2026-05-08,2026,catboost,0,1,False,False,False,False,False,False,False,False,68.500000,65.803583,2.696417
2026-05-09,2026,catboost,0,2,False,False,False,False,False,False,False,False,68.500000,65.882396,2.617604
2026-05-10,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.500000,64.035302,3.464698
2026-05-11,2026,catboost,0,1,False,False,False,False,False,False,False,False,66.500000,65.014951,1.485049
2026-05-12,2026,catboost,0,1,False,False,False,False,False,False,False,False,66.000000,64.312859,1.687141
2026-05-13,2026,catboost,0,1,False,False,False,False,False,False,False,False,63.000000,64.246858,1.246858
2026-05-14,2026,catboost,0,0,False,False,False,False,False,False,False,False,66.000000,66.360405,0.360405
2026-05-15,2026,catboost,0,0,False,False,False,False,False,False,False,False,63.000000,64.589287,1.589287
2026-05-16,2026,catboost,0,0,False,False,False,False,False,False,False,False,61.000000,64.141967,3.141967
2026-05-17,2026,catboost,0,0,False,False,False,False,False,False,False,False,61.500000,65.705083,4.205083
2026-05-18,2026,catboost,0,0,False,False,False,False,False,False,False,False,66.200000,64.368531,1.831469
2026-05-19,2026,catboost,0,0,False,False,False,False,False,False,False,False,67.800000,65.229570,2.570430
2026-05-20,2026,catboost,0,0,False,False,False,False,False,False,False,False,65.800000,65.651001,0.148999
2026-05-21,2026,catboost,0,0,False,False,False,False,False,False,False,False,64.400000,64.017188,0.382812
2026-05-22,2026,catboost,0,0,False,False,False,False,False,False,False,False,67.500000,60.243639,7.256361
2026-05-23,2026,catboost,0,0,False,False,False,False,False,False,False,False,64.200000,62.103636,2.096364
2026-05-24,2026,catboost,0,0,False,False,False,False,False,False,False,False,65.200000,64.457063,0.742937
2026-05-25,2026,catboost,0,0,False,False,False,False,False,False,False,False,65.400000,62.318414,3.081586
2026-05-26,2026,catboost,0,0,False,False,False,False,False,False,False,False,62.500000,62.724133,0.224133
2026-05-27,2026,catboost,0,1,False,False,False,False,False,False,False,False,62.000000,64.795243,2.795243
2026-05-28,2026,catboost,0,0,False,False,False,False,False,False,False,False,62.000000,65.138975,3.138975
2026-05-29,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.500000,66.588616,7.088616
2026-05-30,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.900000,66.878396,6.978396
2026-05-31,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.100000,65.245993,6.145993
2026-06-01,2026,catboost,0,0,False,False,False,False,False,False,False,False,57.800000,60.658134,2.858134
2026-06-02,2026,catboost,0,0,False,False,False,False,False,False,False,False,60.250000,57.026467,3.223533
2026-06-03,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.500000,57.922985,1.577015
2026-06-04,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.800000,58.140970,1.659030
2026-06-05,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.400000,58.005953,1.394047
2026-06-06,2026,catboost,0,0,False,False,False,False,False,False,False,False,63.000000,59.454583,3.545417
2026-06-07,2026,catboost,0,0,False,False,False,False,False,False,False,False,63.500000,58.238406,5.261594
2026-06-08,2026,catboost,0,0,False,False,False,False,False,False,False,False,61.400000,58.729877,2.670123
2026-06-09,2026,catboost,0,0,False,False,False,False,False,False,False,False,61.600000,59.950483,1.649517
2026-06-10,2026,catboost,0,0,False,False,False,False,False,False,False,False,62.000000,58.664824,3.335176
2026-06-11,2026,catboost,0,0,False,False,False,False,False,False,False,False,63.000000,57.273780,5.726220
2026-06-12,2026,catboost,0,0,False,False,False,False,False,False,False,False,62.500000,58.051468,4.448532
2026-06-13,2026,catboost,0,0,False,False,False,False,False,False,False,False,62.500000,59.265772,3.234228
2026-06-14,2026,catboost,0,0,False,False,False,False,False,False,False,False,63.600000,58.943725,4.656275
2026-06-15,2026,catboost,0,1,False,False,False,False,False,False,False,False,64.000000,59.050232,4.949768
2026-06-16,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.000000,60.516803,6.483197
2026-06-17,2026,catboost,0,0,False,False,False,False,False,False,False,False,66.100000,62.812837,3.287163
2026-06-18,2026,catboost,0,1,False,False,False,False,False,False,False,False,65.500000,62.950858,2.549142
2026-06-19,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.500000,60.967434,6.532566
2026-06-20,2026,catboost,0,1,False,False,False,False,False,False,False,False,63.500000,61.890710,1.609290
2026-06-21,2026,catboost,0,1,False,False,False,False,False,False,False,False,66.000000,61.223698,4.776302
2026-06-22,2026,catboost,0,1,False,False,False,False,False,False,False,False,68.800000,60.523330,8.276670
2026-06-23,2026,catboost,0,1,False,False,False,False,False,False,False,False,68.800000,61.692185,7.107815
2026-06-24,2026,catboost,0,1,False,False,False,False,False,False,False,False,69.000000,62.612483,6.387517
2026-06-25,2026,catboost,0,1,False,False,False,False,False,False,False,False,75.500000,62.576481,12.923519
2026-06-26,2026,catboost,0,1,False,False,False,False,False,False,False,False,70.500000,62.960571,7.539429
2026-06-27,2026,catboost,0,1,False,False,False,False,False,False,False,False,68.200000,64.590227,3.609773
2026-06-28,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.400000,63.089812,4.310188
2026-06-29,2026,catboost,0,1,False,False,False,False,False,False,False,False,57.500000,63.057587,5.557587
2026-06-30,2026,catboost,0,1,False,False,False,False,False,False,False,False,52.500000,60.872771,8.372771
2026-07-01,2026,catboost,0,1,False,False,False,False,False,False,False,False,56.000000,63.149423,7.149423
2026-07-02,2026,catboost,0,1,False,False,False,False,False,False,False,False,55.800000,64.056990,8.256990
2026-07-03,2026,catboost,0,1,False,False,False,False,False,False,False,False,57.300000,66.394840,9.094840
2026-07-04,2026,catboost,0,1,False,False,False,False,False,False,False,False,59.500000,64.439555,4.939555
2026-07-05,2026,catboost,0,1,False,False,False,False,False,False,False,False,64.000000,65.035580,1.035580
2026-07-06,2026,catboost,0,1,False,False,False,False,False,False,False,False,63.000000,64.632371,1.632371
2026-07-07,2026,catboost,0,1,False,False,False,False,False,False,False,False,69.250000,64.044789,5.205211
2026-07-08,2026,catboost,0,1,False,False,False,False,False,False,False,False,66.000000,63.143324,2.856676
2026-07-09,2026,catboost,0,1,False,False,False,False,False,False,False,False,69.000000,63.270262,5.729738
2026-07-10,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.000000,63.013155,3.986845
2026-07-11,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.600000,64.096797,3.503203
2026-07-12,2026,catboost,0,1,False,False,False,False,False,False,False,False,67.200000,64.715915,2.484085
2026-07-13,2026,catboost,0,1,False,False,False,False,False,False,False,False,64.500000,61.069106,3.430894
2026-07-14,2026,catboost,0,1,False,False,False,False,False,False,False,False,61.500000,61.556419,0.056419
2026-07-15,2026,catboost,0,1,False,False,False,False,False,False,False,False,66.500000,61.873051,4.626949
2026-07-16,2026,catboost,0,1,False,False,False,False,False,False,False,False,64.000000,63.568398,0.431602
2026-07-17,2026,catboost,0,1,False,False,False,False,False,False,False,False,60.500000,63.528277,3.028277
2026-07-18,2026,catboost,0,0,False,False,False,False,False,False,False,False,63.000000,63.894120,0.894120
2026-07-19,2026,catboost,0,1,False,False,False,False,False,False,False,False,62.000000,63.825097,1.825097
2026-07-20,2026,catboost,0,2,False,False,False,False,False,False,False,False,63.300000,63.755087,0.455087
2026-07-21,2026,catboost,0,1,False,False,False,False,False,False,False,False,60.600000,61.487333,0.887333
2026-07-22,2026,catboost,0,0,False,False,False,False,False,False,False,False,61.300000,53.501833,7.798167
2026-07-23,2026,catboost,0,0,False,False,False,False,False,False,False,False,60.600000,58.466871,2.133129
2026-07-24,2026,catboost,0,0,False,False,False,False,False,False,False,False,58.600000,56.404880,2.195120
2026-07-25,2026,catboost,0,1,False,False,False,False,False,False,False,False,59.000000,55.560323,3.439677
2026-07-26,2026,catboost,0,0,False,False,False,False,False,False,False,False,58.900000,56.357712,2.542288
2026-07-27,2026,catboost,0,0,False,False,False,False,False,False,False,False,57.200000,53.584106,3.615894
2026-07-28,2026,catboost,0,0,False,False,False,False,False,False,False,False,58.500000,58.542134,0.042134
2026-07-29,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.100000,55.927235,3.172765
2026-07-30,2026,catboost,0,0,False,False,False,False,False,False,False,False,56.300000,59.318013,3.018013
2026-07-31,2026,catboost,0,1,False,False,False,False,False,False,False,False,57.600000,57.265691,0.334309
2026-08-01,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.800000,57.858527,1.941473
2026-08-02,2026,catboost,0,0,False,False,False,False,False,False,False,False,61.500000,57.845631,3.654369
2026-08-03,2026,catboost,0,0,False,False,False,False,False,False,False,False,58.500000,58.546370,0.046370
2026-08-04,2026,catboost,0,0,False,False,False,False,False,False,False,False,62.250000,58.249837,4.000163
2026-08-05,2026,catboost,0,0,False,False,False,False,False,False,False,False,57.000000,58.235335,1.235335
2026-08-06,2026,catboost,0,1,False,False,False,False,False,False,False,False,58.500000,58.173944,0.326056
2026-08-07,2026,catboost,0,0,False,False,False,False,False,False,False,False,61.500000,57.605214,3.894786
2026-08-08,2026,catboost,0,0,False,False,False,False,False,False,False,False,60.500000,58.518818,1.981182
2026-08-09,2026,catboost,0,0,False,False,False,False,False,False,False,False,60.500000,59.152502,1.347498
2026-08-10,2026,catboost,0,0,False,False,False,False,False,False,False,False,58.000000,57.553671,0.446329
2026-08-11,2026,catboost,0,0,False,False,False,False,False,False,False,False,62.000000,58.769988,3.230012
2026-08-12,2026,catboost,0,0,False,False,False,False,False,False,False,False,60.500000,58.492528,2.007472
2026-08-13,2026,catboost,0,0,False,False,False,False,False,False,False,False,59.000000,59.432050,0.432050
2026-08-14,2026,catboost,0,0,False,False,False,False,False,False,False,False,58.000000,60.632045,2.632045
2026-08-15,2026,catboost,0,0,False,False,False,False,False,False,False,False,58.500000,59.013244,0.513244
2026-08-16,2026,catboost,0,0,False,False,False,False,False,False,False,False,57.000000,58.304052,1.304052
2026-08-20,2026,catboost,0,0,False,False,False,False,False,False,False,False,57.000000,60.321604,3.321604
2026-08-21,2026,catboost,0,0,False,False,False,False,False,False,False,False,57.500000,57.039198,0.460802
2026-08-22,2026,catboost,0,0,False,False,False,False,False,False,False,False,60.900000,58.871977,2.028023
2026-08-23,2026,catboost,0,0,False,False,False,False,False,False,False,False,61.300000,58.271630,3.028370
